time,epoch,batch,loss,cost
0min22sec,4,1970,-2.591,12.205
0min22sec,4,1980,-2.590,12.205
0min22sec,4,1990,-2.589,12.205
0min23sec,4,2000,-2.592,12.205
0min24sec,4,2010,-2.598,12.205
0min24sec,4,2020,-2.613,12.206
0min22sec,4,2030,-2.613,12.206
0min22sec,4,2040,-2.613,12.206
0min23sec,4,2050,-2.611,12.205
0min23sec,4,2060,-2.618,12.206
0min22sec,4,2070,-2.624,12.206
0min22sec,4,2080,-2.622,12.206
0min22sec,4,2090,-2.618,12.206
0min22sec,4,2100,-2.624,12.206
0min22sec,4,2110,-2.621,12.206
0min22sec,4,2120,-2.615,12.206
0min22sec,4,2130,-2.611,12.205
0min22sec,4,2140,-2.605,12.205
0min22sec,4,2150,-2.598,12.204
0min22sec,4,2160,-2.596,12.204
0min22sec,4,2170,-2.590,12.203
0min22sec,4,2180,-2.586,12.202
0min22sec,4,2190,-2.581,12.202
0min22sec,4,2200,-2.576,12.202
0min23sec,4,2210,-2.573,12.202
0min22sec,4,2220,-2.579,12.202
0min22sec,4,2230,-2.581,12.202
0min22sec,4,2240,-2.580,12.202
0min22sec,4,2250,-2.576,12.202
0min22sec,4,2260,-2.572,12.202
0min22sec,4,2270,-2.567,12.201
0min22sec,4,2280,-2.569,12.201
0min22sec,4,2290,-2.569,12.201
0min22sec,4,2300,-2.568,12.201
0min22sec,4,2310,-2.572,12.201
0min22sec,4,2320,-2.569,12.201
0min22sec,4,2330,-2.563,12.200
0min22sec,4,2340,-2.555,12.200
0min22sec,4,2350,-2.550,12.200
0min22sec,4,2360,-2.555,12.200
0min22sec,4,2370,-2.564,12.201
0min22sec,4,2380,-2.569,12.201
0min22sec,4,2390,-2.566,12.201
0min22sec,4,2400,-2.562,12.201
0min22sec,4,2410,-2.562,12.201
0min22sec,4,2420,-2.560,12.200
0min22sec,4,2430,-2.557,12.200
0min22sec,4,2440,-2.550,12.199
0min22sec,4,2450,-2.542,12.199
0min22sec,4,2460,-2.536,12.198
0min22sec,4,2470,-2.530,12.198
0min22sec,4,2480,-2.528,12.198
0min22sec,4,2490,-2.524,12.197
38min47sec,5,0,-3.294,12.204
0min22sec,5,10,-2.140,12.099
0min22sec,5,20,-2.608,12.111
0min22sec,5,30,-2.301,12.086
0min22sec,5,40,-2.198,12.081
0min22sec,5,50,-1.964,12.068
0min22sec,5,60,-2.103,12.075
0min22sec,5,70,-2.086,12.077
0min21sec,5,80,-2.107,12.080
0min22sec,5,90,-2.076,12.074
0min22sec,5,100,-2.134,12.077
0min22sec,5,110,-2.130,12.077
0min22sec,5,120,-2.087,12.077
0min22sec,5,130,-2.222,12.091
0min23sec,5,140,-2.476,12.119
0min22sec,5,150,-2.773,12.141
0min22sec,5,160,-2.892,12.148
0min23sec,5,170,-3.019,12.157
0min23sec,5,180,-3.085,12.164
0min23sec,5,190,-3.170,12.171
0min23sec,5,200,-3.232,12.177
0min22sec,5,210,-3.324,12.183
0min22sec,5,220,-3.368,12.189
0min22sec,5,230,-3.382,12.191
0min22sec,5,240,-3.388,12.190
0min22sec,5,250,-3.391,12.190
0min22sec,5,260,-3.302,12.181
0min22sec,5,270,-3.259,12.178
0min22sec,5,280,-3.224,12.176
0min22sec,5,290,-3.204,12.177
0min22sec,5,300,-3.155,12.175
0min22sec,5,310,-3.190,12.177
0min22sec,5,320,-3.175,12.178
0min22sec,5,330,-3.135,12.175
0min22sec,5,340,-3.122,12.173
0min22sec,5,350,-3.093,12.169
0min22sec,5,360,-3.095,12.169
0min22sec,5,370,-3.112,12.170
0min22sec,5,380,-3.160,12.172
0min22sec,5,390,-3.163,12.173
0min21sec,5,400,-3.147,12.171
0min21sec,5,410,-3.127,12.170
0min21sec,5,420,-3.102,12.169
0min22sec,5,430,-3.080,12.167
0min22sec,5,440,-3.087,12.166
0min22sec,5,450,-3.096,12.166
0min22sec,5,460,-3.100,12.167
0min22sec,5,470,-3.092,12.165
0min22sec,5,480,-3.077,12.164
0min22sec,5,490,-3.061,12.162
0min22sec,5,500,-3.050,12.161
0min22sec,5,510,-3.025,12.158
0min22sec,5,520,-3.014,12.158
0min22sec,5,530,-2.990,12.155
0min22sec,5,540,-2.973,12.153
0min22sec,5,550,-2.947,12.151
0min22sec,5,560,-2.943,12.151
0min22sec,5,570,-2.956,12.152
0min22sec,5,580,-2.963,12.152
0min22sec,5,590,-2.966,12.152
0min22sec,5,600,-2.980,12.153
0min22sec,5,610,-2.977,12.153
0min22sec,5,620,-2.956,12.151
0min22sec,5,630,-2.954,12.150
0min22sec,5,640,-2.958,12.149
0min22sec,5,650,-2.960,12.149
0min22sec,5,660,-2.954,12.147
0min22sec,5,670,-2.940,12.146
0min22sec,5,680,-2.936,12.145
0min22sec,5,690,-2.944,12.146
0min22sec,5,700,-2.953,12.147
0min22sec,5,710,-2.950,12.146
0min22sec,5,720,-2.959,12.148
0min22sec,5,730,-2.965,12.149
0min22sec,5,740,-2.984,12.150
0min22sec,5,750,-2.989,12.150
0min22sec,5,760,-2.983,12.149
0min22sec,5,770,-2.988,12.150
0min22sec,5,780,-2.981,12.150
0min22sec,5,790,-3.000,12.151
0min22sec,5,800,-3.001,12.152
0min23sec,5,810,-3.015,12.152
0min23sec,5,820,-3.038,12.152
0min22sec,5,830,-3.036,12.151
0min22sec,5,840,-3.028,12.151
0min22sec,5,850,-3.029,12.151
0min22sec,5,860,-3.032,12.151
0min22sec,5,870,-3.039,12.151
0min22sec,5,880,-3.034,12.152
0min22sec,5,890,-3.030,12.151
0min22sec,5,900,-3.022,12.151
0min22sec,5,910,-3.021,12.151
0min22sec,5,920,-3.026,12.152
0min22sec,5,930,-3.026,12.152
0min22sec,5,940,-3.027,12.152
0min22sec,5,950,-3.023,12.152
0min22sec,5,960,-3.013,12.151
0min22sec,5,970,-3.011,12.151
0min22sec,5,980,-3.006,12.151
0min22sec,5,990,-3.005,12.151
0min22sec,5,1000,-3.007,12.152
0min22sec,5,1010,-3.007,12.152
0min22sec,5,1020,-2.999,12.151
0min22sec,5,1030,-2.991,12.151
0min22sec,5,1040,-2.991,12.152
0min22sec,5,1050,-2.985,12.151
0min22sec,5,1060,-2.981,12.151
0min23sec,5,1070,-2.992,12.152
0min23sec,5,1080,-2.998,12.152
0min22sec,5,1090,-3.010,12.153
0min23sec,5,1100,-3.013,12.153
0min22sec,5,1110,-3.004,12.153
0min22sec,5,1120,-3.007,12.153
0min22sec,5,1130,-3.008,12.153
0min23sec,5,1140,-3.016,12.153
0min22sec,5,1150,-3.007,12.153
0min22sec,5,1160,-3.002,12.152
0min22sec,5,1170,-3.007,12.152
0min22sec,5,1180,-3.003,12.151
0min22sec,5,1190,-2.993,12.151
0min22sec,5,1200,-2.987,12.150
0min22sec,5,1210,-2.985,12.150
0min22sec,5,1220,-2.980,12.150
0min22sec,5,1230,-2.972,12.149
0min22sec,5,1240,-2.976,12.149
0min22sec,5,1250,-2.980,12.149
0min22sec,5,1260,-2.978,12.149
0min22sec,5,1270,-2.976,12.148
0min22sec,5,1280,-2.963,12.147
0min22sec,5,1290,-2.951,12.146
0min22sec,5,1300,-2.952,12.145
0min22sec,5,1310,-2.949,12.144
0min22sec,5,1320,-2.940,12.144
0min22sec,5,1330,-2.939,12.144
0min22sec,5,1340,-2.930,12.143
0min22sec,5,1350,-2.920,12.142
0min22sec,5,1360,-2.912,12.141
0min22sec,5,1370,-2.909,12.141
0min23sec,5,1380,-2.913,12.141
0min23sec,5,1390,-2.911,12.141
0min22sec,5,1400,-2.909,12.141
0min22sec,5,1410,-2.909,12.141
0min22sec,5,1420,-2.913,12.141
0min22sec,5,1430,-2.908,12.140
0min22sec,5,1440,-2.913,12.140
0min23sec,5,1450,-2.920,12.141
0min23sec,5,1460,-2.927,12.141
0min23sec,5,1470,-2.925,12.141
0min22sec,5,1480,-2.924,12.140
0min22sec,5,1490,-2.918,12.140
0min22sec,5,1500,-2.917,12.140
0min22sec,5,1510,-2.913,12.139
0min22sec,5,1520,-2.905,12.139
0min22sec,5,1530,-2.899,12.138
0min22sec,5,1540,-2.892,12.138
0min22sec,5,1550,-2.885,12.138
0min22sec,5,1560,-2.883,12.138
0min22sec,5,1570,-2.886,12.138
0min22sec,5,1580,-2.887,12.138
0min22sec,5,1590,-2.879,12.138
0min22sec,5,1600,-2.875,12.138
0min22sec,5,1610,-2.872,12.138
0min22sec,5,1620,-2.866,12.137
0min23sec,5,1630,-2.864,12.137
0min22sec,5,1640,-2.860,12.137
0min22sec,5,1650,-2.853,12.136
0min22sec,5,1660,-2.852,12.135
0min22sec,5,1670,-2.851,12.135
0min22sec,5,1680,-2.849,12.135
0min22sec,5,1690,-2.841,12.134
0min22sec,5,1700,-2.835,12.134
0min22sec,5,1710,-2.833,12.134
0min22sec,5,1720,-2.833,12.134
0min22sec,5,1730,-2.832,12.133
0min22sec,5,1740,-2.830,12.133
0min22sec,5,1750,-2.827,12.133
0min22sec,5,1760,-2.825,12.133
0min22sec,5,1770,-2.823,12.133
0min22sec,5,1780,-2.820,12.132
0min22sec,5,1790,-2.816,12.132
0min22sec,5,1800,-2.813,12.132
0min22sec,5,1810,-2.811,12.132
0min22sec,5,1820,-2.809,12.132
0min22sec,5,1830,-2.809,12.132
0min22sec,5,1840,-2.805,12.132
0min22sec,5,1850,-2.801,12.132
0min22sec,5,1860,-2.794,12.132
0min22sec,5,1870,-2.795,12.132
0min22sec,5,1880,-2.793,12.132
0min23sec,5,1890,-2.789,12.132
0min22sec,5,1900,-2.778,12.132
0min22sec,5,1910,-2.773,12.132
0min22sec,5,1920,-2.767,12.131
0min22sec,5,1930,-2.763,12.131
0min22sec,5,1940,-2.760,12.131
0min22sec,5,1950,-2.759,12.131
0min22sec,5,1960,-2.754,12.131
0min22sec,5,1970,-2.752,12.131
0min22sec,5,1980,-2.748,12.131
0min22sec,5,1990,-2.742,12.130
0min22sec,5,2000,-2.736,12.130
0min22sec,5,2010,-2.729,12.129
0min22sec,5,2020,-2.723,12.129
0min22sec,5,2030,-2.720,12.129
0min22sec,5,2040,-2.725,12.130
0min22sec,5,2050,-2.718,12.129
0min22sec,5,2060,-2.715,12.129
0min22sec,5,2070,-2.728,12.129
0min22sec,5,2080,-2.738,12.130
0min22sec,5,2090,-2.744,12.130
0min22sec,5,2100,-2.744,12.130
0min22sec,5,2110,-2.745,12.130
0min22sec,5,2120,-2.744,12.130
0min23sec,5,2130,-2.739,12.130
0min22sec,5,2140,-2.737,12.129
0min22sec,5,2150,-2.733,12.129
0min22sec,5,2160,-2.727,12.128
0min22sec,5,2170,-2.725,12.128
0min22sec,5,2180,-2.722,12.128
0min22sec,5,2190,-2.723,12.128
0min22sec,5,2200,-2.722,12.128
0min22sec,5,2210,-2.718,12.128
0min22sec,5,2220,-2.714,12.128
0min22sec,5,2230,-2.706,12.127
0min22sec,5,2240,-2.704,12.127
0min22sec,5,2250,-2.699,12.127
0min22sec,5,2260,-2.697,12.127
0min22sec,5,2270,-2.700,12.127
0min22sec,5,2280,-2.699,12.127
0min22sec,5,2290,-2.690,12.127
0min22sec,5,2300,-2.687,12.127
0min22sec,5,2310,-2.686,12.127
0min22sec,5,2320,-2.682,12.126
0min22sec,5,2330,-2.676,12.126
0min22sec,5,2340,-2.673,12.126
0min22sec,5,2350,-2.671,12.125
0min22sec,5,2360,-2.672,12.125
0min22sec,5,2370,-2.675,12.125
0min22sec,5,2380,-2.690,12.126
0min22sec,5,2390,-2.691,12.125
0min22sec,5,2400,-2.694,12.126
0min22sec,5,2410,-2.694,12.125
0min22sec,5,2420,-2.699,12.126
0min22sec,5,2430,-2.700,12.126
0min22sec,5,2440,-2.704,12.126
0min22sec,5,2450,-2.716,12.127
0min22sec,5,2460,-2.723,12.128
0min22sec,5,2470,-2.719,12.127
0min22sec,5,2480,-2.721,12.128
0min22sec,5,2490,-2.720,12.127
39min3sec,6,0,0.669,11.941
0min22sec,6,10,-2.450,12.088
0min22sec,6,20,-2.590,12.077
0min22sec,6,30,-2.497,12.066
0min22sec,6,40,-2.715,12.074
0min22sec,6,50,-2.757,12.079
0min22sec,6,60,-2.897,12.085
0min23sec,6,70,-2.875,12.086
0min23sec,6,80,-2.748,12.079
0min23sec,6,90,-2.687,12.073
0min22sec,6,100,-2.831,12.080
0min22sec,6,110,-2.907,12.085
0min22sec,6,120,-2.941,12.086
0min22sec,6,130,-2.938,12.087
0min22sec,6,140,-2.970,12.088
0min22sec,6,150,-2.951,12.086
0min22sec,6,160,-2.922,12.084
0min22sec,6,170,-2.932,12.085
0min22sec,6,180,-2.910,12.086
0min22sec,6,190,-2.863,12.083
0min23sec,6,200,-2.819,12.080
0min23sec,6,210,-2.767,12.076
0min22sec,6,220,-2.748,12.074
0min22sec,6,230,-2.734,12.073
0min22sec,6,240,-2.706,12.073
0min22sec,6,250,-2.689,12.072
0min22sec,6,260,-2.680,12.070
0min22sec,6,270,-2.660,12.069
0min22sec,6,280,-2.691,12.072
0min22sec,6,290,-2.695,12.074
0min22sec,6,300,-2.761,12.081
0min22sec,6,310,-2.822,12.085
0min22sec,6,320,-2.836,12.086
0min22sec,6,330,-2.833,12.085
0min22sec,6,340,-2.813,12.084
0min22sec,6,350,-2.807,12.086
0min22sec,6,360,-2.827,12.087
0min22sec,6,370,-2.826,12.088
0min22sec,6,380,-2.828,12.089
0min22sec,6,390,-2.856,12.092
0min22sec,6,400,-2.865,12.092
0min22sec,6,410,-2.859,12.092
0min22sec,6,420,-2.836,12.091
0min22sec,6,430,-2.823,12.089
0min22sec,6,440,-2.851,12.091
0min22sec,6,450,-2.844,12.091
0min22sec,6,460,-2.847,12.090
0min23sec,6,470,-2.865,12.092
0min22sec,6,480,-2.848,12.090
0min23sec,6,490,-2.826,12.088
0min23sec,6,500,-2.830,12.087
0min22sec,6,510,-2.842,12.088
0min22sec,6,520,-2.839,12.088
0min22sec,6,530,-2.839,12.088
0min22sec,6,540,-2.853,12.090
0min22sec,6,550,-2.864,12.090
0min22sec,6,560,-2.884,12.092
0min22sec,6,570,-2.890,12.092
0min22sec,6,580,-2.899,12.092
0min22sec,6,590,-2.892,12.092
0min22sec,6,600,-2.888,12.090
0min22sec,6,610,-2.872,12.090
0min22sec,6,620,-2.874,12.089
0min22sec,6,630,-2.878,12.089
0min22sec,6,640,-2.892,12.089
0min22sec,6,650,-2.891,12.089
0min23sec,6,660,-2.880,12.087
0min22sec,6,670,-2.871,12.086
0min22sec,6,680,-2.876,12.087
0min22sec,6,690,-2.875,12.086
0min22sec,6,700,-2.882,12.086
0min22sec,6,710,-2.882,12.085
0min22sec,6,720,-2.899,12.086
0min22sec,6,730,-2.903,12.086
0min22sec,6,740,-2.899,12.086
0min22sec,6,750,-2.910,12.086
0min22sec,6,760,-2.920,12.086
0min22sec,6,770,-2.931,12.087
0min22sec,6,780,-2.931,12.087
0min22sec,6,790,-2.934,12.087
0min22sec,6,800,-2.959,12.088
0min23sec,6,810,-2.982,12.089
0min23sec,6,820,-3.001,12.090
0min23sec,6,830,-2.995,12.089
0min23sec,6,840,-3.000,12.089
0min22sec,6,850,-3.004,12.089
0min22sec,6,860,-3.004,12.089
0min22sec,6,870,-3.015,12.090
0min23sec,6,880,-3.016,12.090
0min22sec,6,890,-3.016,12.090
0min22sec,6,900,-3.017,12.090
0min22sec,6,910,-3.024,12.090
0min22sec,6,920,-3.028,12.090
0min22sec,6,930,-3.024,12.090
0min22sec,6,940,-3.021,12.090
0min22sec,6,950,-3.019,12.089
0min22sec,6,960,-3.019,12.089
0min22sec,6,970,-3.011,12.090
0min22sec,6,980,-3.007,12.090
0min23sec,6,990,-3.013,12.091
0min22sec,6,1000,-3.030,12.093
0min22sec,6,1010,-3.046,12.095
0min22sec,6,1020,-3.047,12.095
0min22sec,6,1030,-3.038,12.095
0min22sec,6,1040,-3.038,12.096
0min22sec,6,1050,-3.041,12.097
0min22sec,6,1060,-3.038,12.097
0min22sec,6,1070,-3.032,12.096
0min22sec,6,1080,-3.034,12.097
0min22sec,6,1090,-3.024,12.096
0min22sec,6,1100,-3.026,12.097
0min22sec,6,1110,-3.025,12.096
0min22sec,6,1120,-3.026,12.096
0min22sec,6,1130,-3.016,12.095
0min22sec,6,1140,-3.002,12.094
0min22sec,6,1150,-2.989,12.094
0min22sec,6,1160,-2.973,12.093
0min22sec,6,1170,-2.967,12.093
0min22sec,6,1180,-2.959,12.093
0min22sec,6,1190,-2.957,12.093
0min22sec,6,1200,-2.952,12.093
0min22sec,6,1210,-2.948,12.093
0min22sec,6,1220,-2.934,12.092
0min22sec,6,1230,-2.928,12.091
0min22sec,6,1240,-2.938,12.092
0min22sec,6,1250,-2.947,12.094
0min22sec,6,1260,-2.948,12.095
0min22sec,6,1270,-2.945,12.095
0min22sec,6,1280,-2.946,12.095
0min22sec,6,1290,-2.943,12.095
0min22sec,6,1300,-2.935,12.095
0min22sec,6,1310,-2.931,12.094
0min22sec,6,1320,-2.929,12.094
0min22sec,6,1330,-2.923,12.094
0min21sec,6,1340,-2.926,12.094
0min22sec,6,1350,-2.929,12.095
0min21sec,6,1360,-2.921,12.094
0min22sec,6,1370,-2.918,12.094
0min22sec,6,1380,-2.915,12.094
0min22sec,6,1390,-2.911,12.093
0min22sec,6,1400,-2.911,12.094
0min22sec,6,1410,-2.911,12.094
0min22sec,6,1420,-2.911,12.094
0min22sec,6,1430,-2.904,12.094
0min22sec,6,1440,-2.897,12.093
0min22sec,6,1450,-2.890,12.092
0min22sec,6,1460,-2.884,12.092
0min22sec,6,1470,-2.876,12.092
0min22sec,6,1480,-2.869,12.091
0min22sec,6,1490,-2.862,12.091
0min22sec,6,1500,-2.855,12.090
0min22sec,6,1510,-2.855,12.090
0min22sec,6,1520,-2.857,12.090
0min22sec,6,1530,-2.858,12.090
0min22sec,6,1540,-2.854,12.090
0min22sec,6,1550,-2.852,12.090
0min22sec,6,1560,-2.852,12.090
0min22sec,6,1570,-2.847,12.090
0min22sec,6,1580,-2.839,12.089
0min22sec,6,1590,-2.834,12.089
0min22sec,6,1600,-2.827,12.088
0min22sec,6,1610,-2.832,12.089
0min22sec,6,1620,-2.829,12.089
0min22sec,6,1630,-2.822,12.089
0min22sec,6,1640,-2.818,12.089
0min22sec,6,1650,-2.817,12.088
0min22sec,6,1660,-2.807,12.087
0min22sec,6,1670,-2.798,12.087
0min22sec,6,1680,-2.793,12.086
0min22sec,6,1690,-2.798,12.087
0min22sec,6,1700,-2.804,12.087
0min22sec,6,1710,-2.807,12.087
0min22sec,6,1720,-2.806,12.087
0min22sec,6,1730,-2.808,12.088
0min22sec,6,1740,-2.805,12.087
0min22sec,6,1750,-2.803,12.087
0min22sec,6,1760,-2.806,12.087
0min22sec,6,1770,-2.808,12.087
0min22sec,6,1780,-2.800,12.086
0min22sec,6,1790,-2.794,12.086
0min22sec,6,1800,-2.792,12.086
0min23sec,6,1810,-2.792,12.085
0min22sec,6,1820,-2.789,12.085
0min22sec,6,1830,-2.785,12.085
0min22sec,6,1840,-2.791,12.085
0min22sec,6,1850,-2.795,12.085
0min22sec,6,1860,-2.796,12.085
0min22sec,6,1870,-2.802,12.086
0min22sec,6,1880,-2.803,12.086
0min22sec,6,1890,-2.801,12.085
0min22sec,6,1900,-2.795,12.085
0min22sec,6,1910,-2.795,12.085
0min22sec,6,1920,-2.798,12.085
0min22sec,6,1930,-2.795,12.085
0min22sec,6,1940,-2.795,12.085
0min22sec,6,1950,-2.792,12.085
0min22sec,6,1960,-2.788,12.084
0min22sec,6,1970,-2.786,12.084
0min23sec,6,1980,-2.786,12.084
0min23sec,6,1990,-2.789,12.084
0min22sec,6,2000,-2.788,12.084
0min22sec,6,2010,-2.789,12.084
0min22sec,6,2020,-2.788,12.084
0min22sec,6,2030,-2.785,12.084
0min22sec,6,2040,-2.783,12.084
0min22sec,6,2050,-2.783,12.084
0min23sec,6,2060,-2.778,12.084
0min22sec,6,2070,-2.777,12.084
0min22sec,6,2080,-2.776,12.084
0min22sec,6,2090,-2.773,12.083
0min22sec,6,2100,-2.769,12.083
0min22sec,6,2110,-2.769,12.083
0min22sec,6,2120,-2.769,12.083
0min22sec,6,2130,-2.769,12.083
0min22sec,6,2140,-2.762,12.082
0min22sec,6,2150,-2.759,12.082
0min22sec,6,2160,-2.759,12.083
0min22sec,6,2170,-2.761,12.083
0min22sec,6,2180,-2.757,12.083
0min22sec,6,2190,-2.749,12.083
0min22sec,6,2200,-2.750,12.082
0min22sec,6,2210,-2.747,12.083
0min22sec,6,2220,-2.746,12.083
0min22sec,6,2230,-2.747,12.083
0min22sec,6,2240,-2.746,12.083
0min22sec,6,2250,-2.741,12.083
0min22sec,6,2260,-2.739,12.083
0min22sec,6,2270,-2.737,12.083
0min22sec,6,2280,-2.741,12.084
0min22sec,6,2290,-2.741,12.084
0min22sec,6,2300,-2.740,12.084
0min22sec,6,2310,-2.740,12.085
0min22sec,6,2320,-2.737,12.085
0min22sec,6,2330,-2.736,12.085
0min22sec,6,2340,-2.734,12.085
0min22sec,6,2350,-2.731,12.084
0min22sec,6,2360,-2.727,12.084
0min21sec,6,2370,-2.725,12.084
0min22sec,6,2380,-2.726,12.084
0min22sec,6,2390,-2.723,12.084
0min22sec,6,2400,-2.717,12.083
0min22sec,6,2410,-2.718,12.083
0min22sec,6,2420,-2.719,12.083
0min22sec,6,2430,-2.722,12.083
0min22sec,6,2440,-2.730,12.083
0min22sec,6,2450,-2.732,12.084
0min22sec,6,2460,-2.729,12.083
0min22sec,6,2470,-2.728,12.083
0min22sec,6,2480,-2.726,12.083
0min22sec,6,2490,-2.723,12.083
38min46sec,7,0,-1.747,12.006
0min22sec,7,10,-2.344,12.056
0min22sec,7,20,-2.400,12.079
0min22sec,7,30,-2.869,12.120
0min22sec,7,40,-2.870,12.124
0min22sec,7,50,-2.720,12.118
0min22sec,7,60,-2.672,12.114
0min22sec,7,70,-2.628,12.112
0min22sec,7,80,-2.536,12.099
0min22sec,7,90,-2.437,12.091
0min22sec,7,100,-2.379,12.080
0min22sec,7,110,-2.288,12.072
0min22sec,7,120,-2.142,12.060
0min22sec,7,130,-2.141,12.055
0min22sec,7,140,-2.176,12.059
0min21sec,7,150,-2.081,12.055
0min22sec,7,160,-2.011,12.050
0min22sec,7,170,-1.987,12.047
0min22sec,7,180,-2.006,12.048
0min22sec,7,190,-2.075,12.054
0min22sec,7,200,-2.065,12.054
0min22sec,7,210,-2.075,12.055
0min22sec,7,220,-2.035,12.051
0min22sec,7,230,-2.011,12.048
0min22sec,7,240,-2.028,12.050
0min21sec,7,250,-2.086,12.057
0min21sec,7,260,-2.118,12.060
0min22sec,7,270,-2.138,12.062
0min22sec,7,280,-2.153,12.063
0min22sec,7,290,-2.154,12.062
0min22sec,7,300,-2.155,12.061
0min22sec,7,310,-2.176,12.060
0min22sec,7,320,-2.178,12.059
0min22sec,7,330,-2.207,12.061
0min22sec,7,340,-2.205,12.060
0min22sec,7,350,-2.211,12.059
0min22sec,7,360,-2.205,12.056
0min22sec,7,370,-2.218,12.057
0min23sec,7,380,-2.255,12.059
0min23sec,7,390,-2.272,12.060
0min22sec,7,400,-2.283,12.059
0min22sec,7,410,-2.299,12.060
0min22sec,7,420,-2.299,12.059
0min22sec,7,430,-2.282,12.057
0min22sec,7,440,-2.250,12.055
0min22sec,7,450,-2.236,12.054
0min22sec,7,460,-2.233,12.053
0min22sec,7,470,-2.221,12.052
0min22sec,7,480,-2.210,12.051
0min22sec,7,490,-2.208,12.052
0min22sec,7,500,-2.220,12.052
0min22sec,7,510,-2.223,12.052
0min22sec,7,520,-2.218,12.051
0min22sec,7,530,-2.222,12.051
0min22sec,7,540,-2.241,12.053
0min22sec,7,550,-2.244,12.052
0min22sec,7,560,-2.225,12.051
0min22sec,7,570,-2.197,12.049
0min22sec,7,580,-2.189,12.048
0min22sec,7,590,-2.173,12.046
0min22sec,7,600,-2.171,12.045
0min22sec,7,610,-2.183,12.046
0min22sec,7,620,-2.182,12.046
0min22sec,7,630,-2.167,12.043
0min22sec,7,640,-2.167,12.043
0min22sec,7,650,-2.160,12.042
0min22sec,7,660,-2.156,12.041
0min22sec,7,670,-2.156,12.041
0min22sec,7,680,-2.157,12.041
0min22sec,7,690,-2.171,12.041
0min23sec,7,700,-2.197,12.042
0min23sec,7,710,-2.209,12.043
0min23sec,7,720,-2.221,12.043
0min23sec,7,730,-2.242,12.044
0min23sec,7,740,-2.244,12.044
0min22sec,7,750,-2.241,12.043
0min22sec,7,760,-2.237,12.042
0min23sec,7,770,-2.238,12.043
0min22sec,7,780,-2.242,12.044
0min22sec,7,790,-2.240,12.044
0min22sec,7,800,-2.235,12.044
0min22sec,7,810,-2.233,12.044
0min22sec,7,820,-2.232,12.044
0min22sec,7,830,-2.234,12.043
0min22sec,7,840,-2.227,12.043
0min22sec,7,850,-2.230,12.043
0min22sec,7,860,-2.228,12.042
0min22sec,7,870,-2.218,12.041
0min22sec,7,880,-2.220,12.042
0min23sec,7,890,-2.217,12.042
0min23sec,7,900,-2.211,12.041
0min22sec,7,910,-2.210,12.041
0min22sec,7,920,-2.206,12.040
0min22sec,7,930,-2.206,12.040
0min22sec,7,940,-2.203,12.040
0min22sec,7,950,-2.206,12.040
0min22sec,7,960,-2.205,12.039
0min22sec,7,970,-2.209,12.039
0min22sec,7,980,-2.207,12.039
0min22sec,7,990,-2.202,12.038
0min22sec,7,1000,-2.190,12.037
0min22sec,7,1010,-2.184,12.036
0min22sec,7,1020,-2.174,12.035
0min22sec,7,1030,-2.165,12.035
0min22sec,7,1040,-2.158,12.035
0min22sec,7,1050,-2.161,12.035
0min22sec,7,1060,-2.162,12.034
0min22sec,7,1070,-2.167,12.035
0min22sec,7,1080,-2.168,12.035
0min22sec,7,1090,-2.167,12.035
0min22sec,7,1100,-2.167,12.035
0min22sec,7,1110,-2.186,12.036
0min21sec,7,1120,-2.195,12.037
0min21sec,7,1130,-2.198,12.037
0min22sec,7,1140,-2.202,12.037
0min22sec,7,1150,-2.200,12.037
0min22sec,7,1160,-2.200,12.036
0min22sec,7,1170,-2.195,12.036
0min22sec,7,1180,-2.195,12.036
0min22sec,7,1190,-2.198,12.036
0min22sec,7,1200,-2.208,12.037
0min22sec,7,1210,-2.215,12.037
0min22sec,7,1220,-2.233,12.039
0min22sec,7,1230,-2.240,12.039
0min22sec,7,1240,-2.236,12.039
0min22sec,7,1250,-2.230,12.039
0min22sec,7,1260,-2.226,12.039
0min22sec,7,1270,-2.219,12.038
0min22sec,7,1280,-2.208,12.037
0min22sec,7,1290,-2.197,12.036
0min23sec,7,1300,-2.201,12.036
0min22sec,7,1310,-2.201,12.035
0min23sec,7,1320,-2.207,12.036
0min22sec,7,1330,-2.205,12.036
0min22sec,7,1340,-2.205,12.036
0min22sec,7,1350,-2.203,12.036
0min22sec,7,1360,-2.197,12.035
0min22sec,7,1370,-2.191,12.034
0min22sec,7,1380,-2.183,12.034
0min22sec,7,1390,-2.172,12.033
0min22sec,7,1400,-2.166,12.032
0min23sec,7,1410,-2.165,12.033
0min22sec,7,1420,-2.174,12.033
0min22sec,7,1430,-2.177,12.033
0min22sec,7,1440,-2.176,12.033
0min23sec,7,1450,-2.185,12.034
0min22sec,7,1460,-2.189,12.034
0min22sec,7,1470,-2.185,12.034
0min22sec,7,1480,-2.177,12.033
0min22sec,7,1490,-2.175,12.033
0min22sec,7,1500,-2.176,12.033
0min22sec,7,1510,-2.175,12.033
0min22sec,7,1520,-2.177,12.034
0min22sec,7,1530,-2.179,12.034
0min22sec,7,1540,-2.180,12.034
0min22sec,7,1550,-2.180,12.034
0min21sec,7,1560,-2.177,12.034
0min22sec,7,1570,-2.178,12.035
0min22sec,7,1580,-2.172,12.034
0min22sec,7,1590,-2.167,12.034
0min22sec,7,1600,-2.173,12.034
